t,alt_agl_m,vz_mps,vx_mps,vy_mps,wind_x_mps,wind_y_mps,wind_z_mps,aoa_deg,roll_deg,yaw_rate_dps,contact_flag,airspeed_mps,ground_speed_mps,pos_x_m,pos_y_m,heading_deg,battery_pct,gps_satellites,phase,system_status,comm_status,lift_coeff,drag_coeff,contact_force_n,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,scenario,ld_ratio
0.65,4996.12,-6.029,4.003,25.378,4.0,1.12,-0.07,13.8,3.23,-0.47,0,24.98,25.69,2.46,16.84,81.0,99.8,8,descent,nominal,active,0.8,0.15,0.0,0.057,-0.109,-9.783,-0.02,-0.044,0.061,power_anomaly,4.26
0.7,4995.83,-5.816,3.991,25.741,3.99,1.43,-0.1,13.22,3.64,-1.71,0,24.98,26.05,2.66,18.12,81.2,99.8,8,descent,nominal,active,0.8,0.15,0.0,0.193,0.221,-10.078,-0.035,0.022,0.056,power_anomaly,4.48
0.75,4995.54,-5.797,3.832,25.973,3.83,1.65,-0.55,12.16,2.82,1.59,0,24.88,26.25,2.86,19.42,81.6,99.8,8,descent,nominal,active,0.8,0.15,0.0,0.249,0.169,-9.724,0.038,0.03,0.047,power_anomaly,4.53
0.8,4995.24,-6.11,4.094,26.036,4.09,1.79,-0.31,13.46,0.7,0.46,0,24.93,26.36,3.06,20.72,81.1,99.8,8,descent,nominal,active,0.8,0.15,0.0,0.059,0.371,-9.524,-0.053,0.02,0.049,power_anomaly,4.31
0.85,4994.94,-5.905,4.197,25.874,4.2,1.58,-0.05,13.54,0.26,0.95,0,24.99,26.21,3.27,22.02,80.8,99.8,8,descent,nominal,active,0.8,0.15,0.0,0.269,0.241,-9.903,0.023,-0.014,0.061,power_anomaly,4.44
0.9,4994.63,-6.212,4.248,26.175,4.25,1.96,0.0,14.4,4.26,1.48,0,25.0,26.52,3.48,23.33,80.8,99.8,8,descent,nominal,active,0.8,0.15,0.0,0.276,0.217,-9.896,-0.036,0.014,0.093,power_anomaly,4.27
0.95,4994.34,-5.823,4.082,26.346,4.08,2.03,-0.0,13.46,3.24,4.05,0,25.0,26.66,3.69,24.64,81.2,99.7,8,descent,nominal,active,0.8,0.15,0.0,0.257,0.22,-9.617,0.003,0.007,0.125,power_anomaly,4.58
1.0,4994.06,-5.6,3.579,25.982,3.58,1.62,0.07,13.11,2.95,2.23,0,25.02,26.23,3.87,25.94,82.2,99.7,8,descent,nominal,active,0.8,0.15,0.0,0.286,0.142,-9.571,-0.037,-0.017,0.124,power_anomaly,4.68
1.05,4993.79,-5.387,3.761,26.03,3.76,1.62,0.37,13.27,3.54,6.21,0,25.08,26.3,4.05,27.24,81.8,99.7,8,descent,nominal,active,0.8,0.15,0.0,0.137,0.201,-9.786,-0.018,0.007,0.102,power_anomaly,4.88
1.1,4993.48,-6.294,3.87,25.831,3.87,1.64,0.22,15.08,-0.35,-3.62,0,25.06,26.12,4.25,28.54,81.5,99.7,8,descent,nominal,active,0.8,0.15,0.0,0.213,0.159,-9.785,-0.03,0.021,0.084,power_anomaly,4.15
1.15,4993.17,-6.098,4.359,25.675,4.36,1.43,0.2,14.56,3.43,-0.58,0,25.05,26.04,4.46,29.82,80.4,99.7,8,descent,nominal,active,0.8,0.15,0.0,0.276,0.023,-9.764,-0.044,0.015,0.05,power_anomaly,4.27
1.2,4992.88,-5.82,4.406,25.724,4.41,1.41,0.15,13.81,4.89,0.38,0,25.04,26.1,4.68,31.11,80.3,99.7,8,descent,nominal,active,0.8,0.15,0.0,0.351,-0.0,-9.772,0.014,0.001,0.065,power_anomaly,4.48
1.25,4992.59,-5.701,4.743,25.64,4.74,1.3,0.26,13.76,1.92,-2.24,0,25.06,26.08,4.92,32.39,79.5,99.7,8,descent,nominal,active,0.8,0.15,0.0,0.183,0.199,-9.572,-0.041,0.006,0.049,power_anomaly,4.57
1.3,4992.31,-5.615,4.553,25.979,4.55,1.62,0.7,14.54,2.0,-1.17,0,25.17,26.38,5.15,33.69,80.1,99.7,8,descent,nominal,active,0.8,0.15,0.0,0.146,0.251,-9.479,-0.095,0.019,0.08,power_anomaly,4.7
1.35,4992.02,-5.864,4.618,26.149,4.62,1.85,0.63,14.96,2.43,2.96,0,25.16,26.55,5.38,34.99,80.0,99.6,8,descent,nominal,active,0.8,0.15,0.0,0.066,0.236,-9.513,-0.027,-0.003,0.099,power_anomaly,4.53
1.4,4991.73,-5.916,4.649,25.72,4.65,1.43,0.62,15.05,3.4,-1.41,0,25.15,26.14,5.61,36.28,79.8,99.6,8,descent,nominal,active,0.8,0.15,0.0,0.272,0.057,-9.487,-0.007,0.002,0.104,power_anomaly,4.42
1.45,4991.41,-6.361,4.947,25.365,4.95,1.19,0.44,15.71,1.87,2.84,0,25.12,25.84,5.86,37.55,79.0,99.6,8,descent,nominal,active,0.8,0.15,0.0,-0.016,0.167,-9.835,-0.019,0.018,0.059,power_anomaly,4.06
1.5,4991.09,-6.285,4.558,25.697,4.56,1.5,0.27,15.15,1.71,1.45,0,25.07,26.1,6.09,38.83,79.9,99.6,8,descent,nominal,active,0.8,0.15,0.0,0.154,0.171,-9.62,0.016,0.021,0.031,power_anomaly,4.15
1.55,4990.8,-5.929,4.882,25.913,4.88,1.63,0.14,14.03,1.19,0.89,0,25.03,26.37,6.33,40.13,79.3,99.6,8,descent,nominal,active,0.8,0.15,0.0,0.363,0.307,-9.799,-0.008,0.022,0.109,power_anomaly,4.45
1.6,4990.52,-5.587,4.685,25.964,4.69,1.6,-0.04,12.83,2.67,0.11,0,24.99,26.38,6.57,41.43,79.8,99.6,8,descent,nominal,active,0.8,0.15,0.0,0.002,0.198,-9.984,0.007,0.029,0.074,power_anomaly,4.72
1.65,4990.23,-5.693,4.718,25.988,4.72,1.64,0.27,13.77,-0.56,1.55,0,25.06,26.41,6.8,42.73,79.7,99.6,8,descent,nominal,active,0.8,0.15,0.0,0.085,0.263,-9.599,0.029,0.029,0.074,power_anomaly,4.64
1.7,4989.95,-5.698,4.537,25.908,4.54,1.57,0.07,13.33,3.72,1.89,0,25.02,26.3,7.03,44.02,80.1,99.5,8,descent,nominal,active,0.8,0.15,0.0,0.177,0.105,-9.783,-0.004,0.008,0.062,power_anomaly,4.62
1.75,4989.64,-6.109,4.504,25.951,4.5,1.71,-0.05,14.04,0.71,2.82,0,24.99,26.34,7.25,45.32,80.2,99.5,8,descent,nominal,active,0.8,0.15,0.0,0.28,0.043,-9.486,-0.017,0.016,0.112,power_anomaly,4.31
1.8,4989.35,-5.884,4.386,25.947,4.39,1.65,0.02,13.65,3.52,0.72,0,25.0,26.32,7.47,46.62,80.4,99.5,8,descent,nominal,active,0.8,0.15,0.0,0.133,0.288,-9.974,0.025,0.004,0.086,power_anomaly,4.47
1.85,4989.04,-6.245,4.666,25.692,4.67,1.48,-0.1,14.25,0.98,0.65,0,24.98,26.11,7.71,47.9,79.7,99.5,8,descent,nominal,active,0.8,0.15,0.0,0.232,0.335,-9.537,-0.069,-0.018,0.111,power_anomaly,4.18
1.9,4988.72,-6.34,4.794,25.553,4.79,1.37,-0.08,14.52,5.04,0.13,0,24.98,26.0,7.95,49.18,79.4,99.5,8,descent,nominal,active,0.8,0.15,0.0,0.226,0.344,-10.016,-0.019,0.015,0.07,power_anomaly,4.1
1.95,4988.4,-6.467,4.295,25.392,4.3,1.24,-0.21,14.52,2.47,1.58,0,24.95,25.75,8.16,50.45,80.4,99.5,8,descent,nominal,active,0.8,0.15,0.0,0.053,0.198,-9.704,-0.006,0.015,0.086,power_anomaly,3.98
2.0,4988.09,-6.157,4.323,25.717,4.32,1.49,-0.65,12.8,0.8,4.59,0,24.85,26.08,8.38,51.73,80.5,99.5,8,descent,nominal,active,0.8,0.15,0.0,0.229,0.072,-9.896,-0.049,0.039,0.111,power_anomaly,4.24
2.05,4987.79,-5.962,4.264,25.701,4.26,1.42,-0.13,13.5,7.7,-3.02,0,24.97,26.05,8.59,53.02,80.6,99.5,8,descent,nominal,active,0.8,0.15,0.0,0.314,0.139,-10.203,0.042,0.016,0.101,power_anomaly,4.37
2.1,4987.48,-6.133,4.476,25.635,4.48,1.4,0.38,15.03,2.02,3.16,0,25.09,26.02,8.81,54.3,80.1,99.4,8,descent,nominal,active,0.8,0.15,0.0,0.14,0.19,-9.537,-0.033,-0.001,0.074,power_anomaly,4.24
2.15,4987.18,-5.947,4.432,25.576,4.43,1.29,0.37,14.58,1.78,-6.31,0,25.09,25.96,9.04,55.58,80.2,99.4,8,descent,nominal,active,0.8,0.15,0.0,0.256,0.194,-10.061,0.014,-0.009,0.033,power_anomaly,4.37
2.2,4986.87,-6.304,4.633,25.496,4.63,1.3,0.97,16.74,-1.7,-0.61,0,25.26,25.91,9.27,56.86,79.7,99.4,8,descent,nominal,active,0.8,0.15,0.0,0.339,0.173,-10.027,-0.032,0.027,0.065,power_anomaly,4.11
2.25,4986.58,-5.865,4.519,25.266,4.52,0.96,1.0,15.76,0.58,-2.31,0,25.25,25.67,9.49,58.12,79.9,99.4,8,descent,nominal,active,0.8,0.15,0.0,0.169,0.154,-9.577,-0.026,0.009,0.039,power_anomaly,4.38
2.3,4986.27,-6.157,4.515,25.194,4.52,0.96,1.1,16.67,3.7,1.37,0,25.29,25.6,9.72,59.38,79.8,99.4,8,descent,nominal,active,0.8,0.15,0.0,0.023,0.136,-9.735,-0.032,0.001,0.087,power_anomaly,4.16
2.35,4985.96,-6.24,4.251,25.4,4.25,1.19,1.37,17.44,-1.15,2.96,0,25.38,25.75,9.93,60.65,80.5,99.4,8,descent,nominal,active,0.8,0.15,0.0,0.269,0.153,-9.819,0.017,0.018,0.048,power_anomaly,4.13
2.4,4985.66,-5.962,4.232,25.346,4.23,1.07,1.61,17.32,-1.86,1.33,0,25.43,25.7,10.14,61.92,80.5,99.4,8,descent,nominal,active,0.8,0.15,0.0,0.146,-0.121,-9.597,0.017,0.02,0.05,power_anomaly,4.31
2.45,4985.36,-5.985,3.931,25.485,3.93,1.21,1.44,17.02,4.1,-0.12,0,25.38,25.79,10.34,63.19,81.2,99.3,8,descent,nominal,active,0.8,0.15,0.0,0.31,0.272,-9.928,-0.004,-0.043,0.088,power_anomaly,4.31
2.5,4985.09,-5.477,4.215,25.468,4.21,1.08,1.49,15.93,0.08,3.23,0,25.37,25.81,10.55,64.46,80.6,99.3,8,descent,nominal,active,0.8,0.15,0.0,0.279,-0.029,-9.916,-0.01,0.015,0.071,power_anomaly,4.71
2.55,4984.77,-6.218,4.363,24.843,4.36,0.63,1.29,17.23,-0.27,1.6,0,25.35,25.22,10.77,65.71,80.0,99.3,8,descent,nominal,active,0.8,0.15,0.0,0.146,0.017,-9.797,0.004,-0.006,0.016,power_anomaly,4.06
2.6,4984.46,-6.382,4.034,24.644,4.03,0.47,1.04,17.07,3.78,1.06,0,25.29,24.97,10.97,66.94,80.7,99.3,8,descent,nominal,active,0.8,0.15,0.0,0.028,-0.022,-9.828,0.01,-0.04,0.052,power_anomaly,3.91
2.65,4984.17,-5.703,4.472,25.374,4.47,1.03,1.11,15.65,3.43,4.64,0,25.28,25.77,11.19,68.21,80.0,99.3,8,descent,nominal,active,0.8,0.15,0.0,0.236,0.133,-9.589,0.016,0.013,0.022,power_anomaly,4.52
2.7,4983.89,-5.528,4.122,25.264,4.12,0.88,1.18,15.39,-0.1,1.53,0,25.29,25.6,11.4,69.47,80.7,99.3,8,descent,nominal,active,0.8,0.15,0.0,0.169,0.199,-9.73,-0.043,-0.038,0.039,power_anomaly,4.63
2.75,4983.6,-5.845,3.908,24.982,3.91,0.67,1.37,16.54,3.44,0.73,0,25.36,25.29,11.6,70.72,81.1,99.3,8,descent,nominal,active,0.8,0.15,0.0,0.286,0.134,-9.885,0.008,-0.008,-0.002,power_anomaly,4.33
2.8,4983.32,-5.553,3.942,25.466,3.94,1.09,1.61,16.38,3.58,4.14,0,25.41,25.77,11.79,71.99,81.2,99.3,8,descent,nominal,active,0.8,0.15,0.0,0.229,-0.017,-9.658,-0.034,-0.014,0.07,power_anomaly,4.64
2.85,4983.01,-6.228,3.989,25.562,3.99,1.35,1.35,17.39,-0.02,-0.79,0,25.37,25.87,11.99,73.27,81.1,99.2,8,descent,nominal,active,0.8,0.15,0.0,0.015,0.03,-9.816,-0.047,-0.001,0.043,power_anomaly,4.15
2.9,4982.72,-5.838,3.676,25.299,3.68,0.99,1.31,16.38,-1.36,3.61,0,25.34,25.56,12.18,74.53,81.7,99.2,8,descent,nominal,active,0.8,0.15,0.0,0.05,0.197,-9.797,0.039,-0.026,0.031,power_anomaly,4.38
2.95,4982.39,-6.564,3.572,25.382,3.57,1.26,1.15,17.73,4.5,0.65,0,25.33,25.63,12.36,75.8,82.0,99.2,8,descent,nominal,active,0.8,0.15,0.0,0.222,0.15,-10.012,-0.009,0.049,0.044,power_anomaly,3.9
3.0,4982.07,-6.477,3.691,25.162,3.69,1.02,1.14,17.52,-0.56,0.62,0,25.32,25.43,12.54,77.06,81.7,99.2,8,descent,nominal,active,0.8,0.15,0.0,0.202,-0.003,-9.704,0.004,-0.002,0.05,power_anomaly,3.93
3.05,4981.8,-5.451,3.505,25.681,3.5,1.28,1.24,15.33,2.09,-4.45,0,25.3,25.92,12.71,78.35,82.2,99.2,8,descent,nominal,active,0.8,0.15,0.0,0.189,0.212,-9.816,-0.016,-0.026,0.068,power_anomaly,4.76
3.1,4981.48,-6.284,4.094,25.488,4.09,1.29,0.67,16.03,3.01,2.72,0,25.18,25.81,12.92,79.62,80.9,99.2,8,descent,nominal,active,0.8,0.15,0.0,0.139,0.077,-9.987,0.023,-0.012,0.092,power_anomaly,4.11
3.15,4981.16,-6.442,4.232,25.309,4.23,1.15,0.76,16.59,-3.94,-0.77,0,25.21,25.66,13.13,80.89,80.5,99.2,8,descent,nominal,active,0.8,0.15,0.0,0.268,0.179,-10.009,-0.028,0.003,0.089,power_anomaly,3.98
3.2,4980.87,-5.825,4.484,25.741,4.48,1.43,1.03,15.75,3.27,0.63,0,25.26,26.13,13.36,82.17,80.1,99.1,8,descent,nominal,active,0.8,0.15,0.0,0.361,0.184,-9.733,0.017,0.007,0.058,power_anomaly,4.49
3.25,4980.58,-5.694,4.455,25.597,4.45,1.25,0.37,13.99,3.29,1.03,0,25.09,25.98,13.58,83.45,80.1,99.1,8,descent,nominal,active,0.8,0.15,0.0,0.246,0.145,-10.05,0.005,0.037,0.067,power_anomaly,4.56
3.3,4980.28,-6.062,4.292,25.737,4.29,1.48,0.35,14.81,0.58,0.69,0,25.09,26.09,13.79,84.74,80.5,99.1,8,descent,nominal,active,0.8,0.15,0.0,0.205,0.204,-10.056,0.032,0.001,0.117,power_anomaly,4.3
3.35,4979.98,-6.091,4.417,25.872,4.42,1.63,-0.21,13.64,1.45,1.09,0,24.95,26.25,14.01,86.03,80.3,99.1,8,descent,nominal,active,0.8,0.15,0.0,0.446,0.141,-9.712,0.0,-0.031,0.038,power_anomaly,4.31
3.4,4979.67,-6.063,4.033,25.932,4.03,1.68,-0.87,12.1,2.89,0.43,0,24.8,26.24,14.22,87.33,81.2,99.1,8,descent,nominal,active,0.8,0.15,0.0,0.198,0.286,-10.063,-0.024,-0.012,0.112,power_anomaly,4.33
3.45,4979.38,-5.957,4.141,25.931,4.14,1.65,-1.01,11.52,0.97,0.21,0,24.78,26.26,14.42,88.63,80.9,99.1,8,descent,nominal,active,0.8,0.15,0.0,0.12,0.225,-9.498,0.047,-0.001,0.08,power_anomaly,4.41
3.5,4979.08,-6.001,3.96,25.802,3.96,1.53,-1.18,11.23,1.25,-1.76,0,24.74,26.1,14.62,89.92,81.3,99.1,8,descent,nominal,active,0.8,0.15,0.0,0.143,0.253,-9.713,0.061,0.013,0.063,power_anomaly,4.35
3.55,4978.79,-5.62,3.791,25.982,3.79,1.62,-1.12,10.46,0.89,3.42,0,24.77,26.26,14.81,91.22,81.7,99.1,8,descent,nominal,active,0.8,0.15,0.0,0.158,-0.012,-9.821,-0.019,-0.019,0.056,power_anomaly,4.67
3.6,4978.5,-5.832,3.438,26.21,3.44,1.9,-1.08,11.05,3.95,-2.02,0,24.77,26.43,14.98,92.53,82.5,99.0,8,descent,nominal,active,0.8,0.15,0.0,0.125,0.219,-9.68,-0.039,0.016,0.082,power_anomaly,4.53
3.65,4978.21,-5.756,3.145,26.5,3.15,2.17,-1.13,10.76,1.43,0.66,0,24.76,26.69,15.14,93.85,83.2,99.0,8,descent,nominal,active,0.8,0.15,0.0,0.211,0.204,-9.7,0.049,-0.006,0.093,power_anomaly,4.64
3.7,4977.91,-6.099,3.603,26.779,3.6,2.53,-1.11,11.63,2.17,3.55,0,24.75,27.02,15.32,95.19,82.3,99.0,8,descent,nominal,active,0.8,0.15,0.0,0.184,0.211,-9.617,-0.024,-0.011,0.146,power_anomaly,4.43
3.75,4977.6,-6.159,3.359,26.769,3.36,2.54,-0.99,12.03,1.57,2.02,0,24.77,26.98,15.49,96.53,82.8,99.0,8,descent,nominal,active,0.8,0.15,0.0,0.11,0.138,-10.252,-0.016,-0.032,0.107,power_anomaly,4.38
3.8,4977.31,-5.857,3.662,26.915,3.66,2.61,-0.75,11.87,4.39,3.29,0,24.84,27.16,15.67,97.87,82.3,99.0,8,descent,nominal,active,0.8,0.15,0.0,0.39,0.292,-9.867,0.07,0.02,0.115,power_anomaly,4.64
3.85,4977.03,-5.653,3.596,26.972,3.6,2.62,-0.41,12.15,2.83,0.57,0,24.91,27.21,15.85,99.22,82.4,99.0,8,descent,nominal,active,0.8,0.15,0.0,0.125,0.267,-10.097,-0.018,0.015,0.143,power_anomaly,4.81
3.9,4976.7,-6.464,3.943,26.936,3.94,2.79,-0.37,14.15,10.59,4.51,0,24.91,27.22,16.05,100.57,81.7,99.0,8,descent,nominal,active,0.8,0.15,0.0,0.165,0.216,-9.996,0.022,0.005,0.076,power_anomaly,4.21
3.95,4976.4,-6.084,3.735,26.856,3.74,2.61,-0.37,13.26,4.35,-0.2,0,24.91,27.11,16.23,101.91,82.1,98.9,8,descent,nominal,active,0.8,0.15,0.0,0.241,0.255,-9.472,0.03,0.006,0.092,power_anomaly,4.46
4.0,4976.09,-6.193,4.232,26.594,4.23,2.37,-0.28,13.73,2.85,3.53,0,24.93,26.93,16.45,103.24,81.0,98.9,8,descent,nominal,active,0.8,0.15,0.0,0.176,0.209,-9.984,0.04,-0.069,0.138,power_anomaly,4.35
4.05,4975.77,-6.289,4.009,26.28,4.01,2.08,-0.26,14.0,7.02,1.89,0,24.94,26.58,16.65,104.56,81.3,98.9,8,descent,nominal,active,0.8,0.15,0.0,0.13,0.164,-9.745,-0.01,0.023,0.187,power_anomaly,4.23
4.1,4975.48,-5.842,3.57,26.279,3.57,1.97,-0.21,13.04,6.9,1.97,0,24.95,26.52,16.82,105.87,82.3,98.9,8,descent,nominal,active,0.8,0.15,0.0,0.223,0.245,-9.933,0.036,-0.027,0.103,power_anomaly,4.54
4.15,4975.18,-6.077,3.333,26.236,3.33,1.99,-0.03,14.0,6.91,-2.87,0,24.99,26.45,16.99,107.18,82.8,98.9,8,descent,nominal,active,0.8,0.15,0.0,0.014,0.158,-9.954,-0.003,-0.011,0.12,power_anomaly,4.35
4.2,4974.89,-5.867,3.321,26.636,3.32,2.33,-0.06,13.45,1.21,-1.76,0,24.99,26.84,17.16,108.51,82.9,98.9,8,descent,nominal,active,0.8,0.15,0.0,0.244,0.352,-10.013,-0.011,0.012,0.101,power_anomaly,4.57
4.25,4974.59,-5.867,3.479,26.281,3.48,1.98,-0.04,13.48,4.31,-4.1,0,24.99,26.51,17.33,109.83,82.5,98.9,8,descent,nominal,active,0.8,0.15,0.0,0.057,0.26,-10.008,0.015,0.0,0.12,power_anomaly,4.52
4.3,4974.29,-6.118,3.6,26.058,3.6,1.82,0.27,14.77,2.72,1.4,0,25.07,26.31,17.51,111.13,82.1,98.9,8,descent,nominal,active,0.8,0.15,0.0,0.083,0.17,-9.842,-0.05,0.015,0.138,power_anomaly,4.3
4.35,4973.96,-6.46,3.449,26.429,3.45,2.28,0.62,16.33,3.83,3.18,0,25.17,26.65,17.68,112.45,82.6,98.8,8,descent,nominal,active,0.8,0.15,0.0,0.198,0.253,-9.594,0.058,0.027,0.115,power_anomaly,4.13
4.4,4973.68,-5.567,3.936,26.726,3.94,2.35,0.42,13.8,0.31,2.22,0,25.1,27.01,17.88,113.79,81.6,98.8,8,descent,nominal,active,0.8,0.15,0.0,0.401,0.142,-9.849,0.07,-0.006,0.082,power_anomaly,4.85
4.45,4973.38,-6.108,3.901,26.501,3.9,2.26,0.45,15.14,9.24,0.34,0,25.11,26.79,18.08,115.11,81.6,98.8,8,descent,nominal,active,0.8,0.15,0.0,0.102,0.184,-10.155,-0.028,0.035,0.136,power_anomaly,4.39
4.5,4973.09,-5.875,4.005,26.272,4.0,1.97,0.05,13.69,-0.42,1.82,0,25.01,26.58,18.28,116.43,81.3,98.8,8,descent,nominal,active,0.8,0.15,0.0,0.174,0.217,-9.925,-0.019,0.015,0.112,power_anomaly,4.52
4.55,4972.82,-5.391,4.248,26.349,4.25,1.94,-0.08,12.28,2.61,-2.03,0,24.98,26.69,18.49,117.74,80.8,98.8,8,descent,nominal,active,0.8,0.15,0.0,0.246,0.293,-9.824,-0.022,0.014,0.113,power_anomaly,4.95
4.6,4972.51,-6.061,4.062,26.24,4.06,1.99,0.1,14.26,3.57,-0.7,0,25.03,26.55,18.69,119.06,81.2,98.8,8,descent,nominal,active,0.8,0.15,0.0,0.187,0.179,-9.665,0.037,-0.015,0.102,power_anomaly,4.38
4.65,4972.19,-6.402,4.402,26.221,4.4,2.05,0.2,15.28,-0.03,0.49,0,25.05,26.59,18.91,120.37,80.5,98.8,8,descent,nominal,active,0.8,0.15,0.0,0.177,0.046,-9.662,-0.058,-0.018,0.109,power_anomaly,4.15
4.7,4971.89,-5.995,4.448,26.43,4.45,2.16,0.33,14.61,2.97,0.35,0,25.08,26.8,19.13,121.69,80.4,98.7,8,descent,nominal,active,0.8,0.15,0.0,0.193,0.127,-9.628,-0.036,-0.009,0.099,power_anomaly,4.47
4.75,4971.59,-5.997,4.436,26.144,4.44,1.87,0.05,13.98,1.35,2.24,0,25.01,26.52,19.36,123.0,80.4,98.7,8,descent,nominal,active,0.8,0.15,0.0,0.148,0.145,-10.109,0.005,-0.017,0.14,power_anomaly,4.42
4.8,4971.29,-6.063,4.15,26.483,4.15,2.23,-0.01,14.02,2.55,1.96,0,25.0,26.81,19.56,124.32,81.1,98.7,8,descent,nominal,active,0.8,0.15,0.0,0.27,0.159,-9.926,0.034,-0.026,0.175,power_anomaly,4.42
4.85,4971.0,-5.782,4.531,26.718,4.53,2.4,0.21,13.85,5.59,-0.5,0,25.05,27.1,19.79,125.66,80.4,98.7,8,descent,nominal,active,0.8,0.15,0.0,0.119,0.272,-9.531,0.004,-0.046,0.137,power_anomaly,4.69
4.9,4970.7,-6.039,4.977,26.349,4.98,2.09,-0.3,13.32,2.11,-2.41,0,24.93,26.81,20.04,126.97,79.3,98.7,8,descent,nominal,active,0.8,0.15,0.0,0.184,0.279,-10.109,-0.026,-0.003,0.104,power_anomaly,4.44
4.95,4970.41,-5.763,5.221,26.589,5.22,2.26,-0.42,12.39,2.16,3.23,0,24.91,27.1,20.3,128.3,78.9,98.7,8,descent,nominal,active,0.8,0.15,0.0,0.189,0.256,-9.851,0.006,0.002,0.127,power_anomaly,4.7
5.0,4970.11,-6.022,4.868,25.995,4.87,1.73,-0.22,13.46,-0.41,1.18,0,24.95,26.45,20.54,129.6,79.4,98.7,8,descent,nominal,active,0.8,0.15,0.0,0.015,0.143,-9.033,-0.026,0.03,0.052,power_anomaly,4.39
5.05,4969.83,-5.555,4.633,25.833,4.63,1.46,-0.26,12.26,2.63,2.7,0,24.94,26.24,20.77,130.89,79.8,98.7,8,descent,nominal,active,0.8,0.15,0.0,0.267,0.201,-9.595,-0.002,-0.009,0.088,power_anomaly,4.72
