t,alt_agl_m,vz_mps,vx_mps,vy_mps,wind_x_mps,wind_y_mps,wind_z_mps,aoa_deg,roll_deg,yaw_rate_dps,contact_flag,airspeed_mps,ground_speed_mps,pos_x_m,pos_y_m,heading_deg,battery_pct,gps_satellites,phase,system_status,comm_status,lift_coeff,drag_coeff,contact_force_n,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,scenario,ld_ratio
0.55,4996.72,-6.266,2.824,22.713,2.82,-1.49,-0.93,12.44,-1.36,-2.51,0,24.78,22.89,1.67,12.56,82.9,99.9,8,descent,nominal,active,0.8,0.15,0.0,0.315,-0.198,-9.584,0.049,-0.025,-0.068,comm_blackout,3.65
0.6,4996.41,-6.214,2.753,22.743,2.75,-1.47,-1.17,11.78,-2.07,-1.93,0,24.74,22.91,1.8,13.7,83.1,99.8,8,descent,nominal,active,0.8,0.15,0.0,0.228,-0.121,-9.866,-0.05,0.022,-0.024,comm_blackout,3.69
0.65,4996.1,-6.11,2.892,22.72,2.89,-1.52,-1.18,11.51,-3.29,-0.94,0,24.74,22.9,1.95,14.84,82.7,99.8,8,descent,nominal,active,0.8,0.15,0.0,0.014,-0.188,-9.714,-0.044,0.001,-0.08,comm_blackout,3.75
0.7,4995.8,-6.003,2.574,22.996,2.57,-1.27,-1.31,10.95,-3.47,1.15,0,24.72,23.14,2.08,15.99,83.6,99.8,8,descent,nominal,active,0.8,0.15,0.0,0.242,-0.211,-9.727,0.053,-0.03,-0.082,comm_blackout,3.85
0.75,4995.5,-6.088,2.33,22.803,2.33,-1.44,-1.32,11.12,-2.81,-0.67,0,24.71,22.92,2.19,17.13,84.2,99.8,8,descent,nominal,active,0.8,0.15,0.0,0.154,-0.125,-9.588,0.039,0.012,-0.096,comm_blackout,3.76
0.8,4995.2,-5.842,2.691,22.791,2.69,-1.52,-0.95,11.39,-4.66,-0.61,0,24.8,22.95,2.33,18.27,83.3,99.8,8,descent,nominal,active,0.8,0.15,0.0,0.224,-0.172,-9.975,-0.006,0.017,-0.101,comm_blackout,3.93
0.85,4994.88,-6.549,2.853,22.293,2.85,-1.83,-0.75,13.51,-4.3,0.49,0,24.81,22.47,2.47,19.38,82.7,99.8,8,descent,nominal,active,0.8,0.15,0.0,0.173,-0.065,-9.737,0.029,-0.01,-0.141,comm_blackout,3.43
0.9,4994.56,-6.323,3.044,22.374,3.04,-1.81,-0.87,12.71,-1.63,-0.88,0,24.79,22.58,2.62,20.5,82.3,99.8,8,descent,nominal,active,0.8,0.15,0.0,0.325,-0.133,-9.827,0.028,-0.011,-0.067,comm_blackout,3.57
0.95,4994.25,-6.132,3.07,22.766,3.07,-1.47,-0.71,12.6,-0.76,-2.24,0,24.83,22.97,2.78,21.64,82.3,99.7,8,descent,nominal,active,0.8,0.15,0.0,0.16,-0.035,-9.721,0.049,-0.001,-0.041,comm_blackout,3.75
1.0,4993.96,-5.883,3.183,22.855,3.18,-1.44,-0.6,12.27,-1.32,-2.19,0,24.87,23.08,2.94,22.78,82.1,99.7,8,descent,nominal,active,0.8,0.15,0.0,0.202,-0.248,-10.15,0.03,-0.022,-0.061,comm_blackout,3.92
1.05,4993.68,-5.675,3.178,23.005,3.18,-1.34,-0.64,11.68,-1.2,-1.92,0,24.86,23.22,3.1,23.93,82.1,99.7,8,descent,nominal,active,0.8,0.15,0.0,0.33,-0.264,-9.802,0.002,-0.022,-0.09,comm_blackout,4.09
1.1,4993.36,-6.327,3.291,22.777,3.29,-1.41,-0.28,14.03,-1.6,-2.17,0,24.93,23.01,3.26,25.07,81.8,99.7,8,descent,nominal,active,0.8,0.15,0.0,0.131,-0.096,-9.501,-0.021,-0.011,-0.09,comm_blackout,3.64
1.15,4993.06,-6.066,2.809,22.582,2.81,-1.67,-0.55,12.82,-3.31,1.51,0,24.87,22.76,3.4,26.2,82.9,99.7,8,descent,nominal,active,0.8,0.15,0.0,0.292,-0.182,-9.765,-0.019,-0.032,-0.075,comm_blackout,3.75
1.2,4992.76,-5.924,3.045,22.437,3.04,-1.85,-0.96,11.55,-2.01,-3.3,0,24.79,22.64,3.55,27.32,82.3,99.7,8,descent,nominal,active,0.8,0.15,0.0,0.042,-0.058,-9.951,0.004,0.001,-0.109,comm_blackout,3.82
1.25,4992.44,-6.448,3.451,22.029,3.45,-2.13,-1.13,12.41,-4.9,-2.24,0,24.73,22.3,3.72,28.42,81.1,99.7,8,descent,nominal,active,0.8,0.15,0.0,0.174,-0.314,-9.884,-0.037,0.005,-0.103,comm_blackout,3.46
1.3,4992.12,-6.338,3.334,21.525,3.33,-2.66,-1.14,12.12,-5.87,-2.25,0,24.73,21.78,3.89,29.5,81.2,99.7,8,descent,nominal,active,0.8,0.15,0.0,0.113,-0.24,-10.176,0.009,0.0,-0.068,comm_blackout,3.44
1.35,4991.81,-6.165,3.778,21.476,3.78,-2.75,-1.32,11.32,-3.09,-6.43,0,24.71,21.81,4.08,30.57,80.0,99.6,8,descent,nominal,active,0.8,0.15,0.0,0.206,-0.263,-9.766,0.012,0.004,-0.166,comm_blackout,3.54
1.4,4991.49,-6.361,4.006,21.81,4.01,-2.37,-1.31,11.81,-5.37,1.15,0,24.7,22.18,4.28,31.66,79.6,99.6,8,descent,nominal,active,0.8,0.15,0.0,0.35,-0.325,-9.76,0.019,-0.035,-0.109,comm_blackout,3.49
1.45,4991.21,-5.605,4.104,22.244,4.1,-2.12,-1.06,10.56,-3.22,0.45,0,24.78,22.62,4.49,32.77,79.5,99.6,8,descent,nominal,active,0.8,0.15,0.0,0.013,-0.211,-9.818,0.029,-0.007,-0.082,comm_blackout,4.04
1.5,4990.93,-5.735,4.038,22.252,4.04,-2.08,-0.94,11.16,-4.85,5.05,0,24.8,22.62,4.69,33.89,79.7,99.6,8,descent,nominal,active,0.8,0.15,0.0,0.178,-0.152,-9.701,-0.024,-0.021,-0.124,comm_blackout,3.94
1.55,4990.61,-6.314,3.657,22.109,3.66,-2.08,-0.37,13.81,-5.76,-1.97,0,24.91,22.41,4.87,34.99,80.6,99.6,8,descent,nominal,active,0.8,0.15,0.0,0.249,-0.123,-9.777,0.017,-0.026,-0.04,comm_blackout,3.55
1.6,4990.29,-6.51,3.856,22.316,3.86,-1.82,-0.23,14.57,-1.49,2.63,0,24.94,22.65,5.06,36.11,80.2,99.6,8,descent,nominal,active,0.8,0.15,0.0,0.283,-0.091,-9.696,-0.015,0.003,-0.117,comm_blackout,3.48
1.65,4989.99,-5.899,3.643,22.558,3.64,-1.74,-0.24,13.12,-0.7,-5.17,0,24.95,22.85,5.25,37.24,80.8,99.6,8,descent,nominal,active,0.8,0.15,0.0,0.075,-0.1,-9.792,-0.044,0.01,-0.163,comm_blackout,3.87
1.7,4989.69,-6.007,3.881,22.617,3.88,-1.65,-0.37,13.08,-1.15,0.82,0,24.91,22.95,5.44,38.37,80.3,99.5,8,descent,nominal,active,0.8,0.15,0.0,0.199,-0.23,-9.617,-0.03,0.006,-0.121,comm_blackout,3.82
1.75,4989.39,-6.055,4.171,22.468,4.17,-1.79,0.03,14.08,-3.26,-0.72,0,25.01,22.85,5.65,39.49,79.5,99.5,8,descent,nominal,active,0.8,0.15,0.0,0.295,-0.159,-9.807,0.053,-0.006,-0.079,comm_blackout,3.77
1.8,4989.08,-6.152,4.223,22.492,4.22,-1.74,0.04,14.34,-2.46,-2.08,0,25.01,22.88,5.86,40.62,79.4,99.5,8,descent,nominal,active,0.8,0.15,0.0,0.189,-0.225,-9.653,-0.02,-0.027,-0.031,comm_blackout,3.72
1.85,4988.79,-5.909,4.154,22.858,4.15,-1.43,0.28,14.29,-1.03,-1.8,0,25.07,23.23,6.07,41.76,79.7,99.5,8,descent,nominal,active,0.8,0.15,0.0,0.171,-0.166,-9.577,0.007,0.042,-0.073,comm_blackout,3.93
1.9,4988.48,-6.048,3.964,22.823,3.96,-1.43,0.06,14.13,-8.25,-1.19,0,25.01,23.16,6.27,42.9,80.1,99.5,8,descent,nominal,active,0.8,0.15,0.0,-0.054,-0.069,-9.775,-0.006,0.016,-0.072,comm_blackout,3.83
1.95,4988.17,-6.209,3.901,23.173,3.9,-1.04,0.11,14.62,-3.04,-1.43,0,25.03,23.5,6.46,44.06,80.4,99.5,8,descent,nominal,active,0.8,0.15,0.0,0.196,-0.139,-9.856,0.008,0.004,-0.085,comm_blackout,3.78
2.0,4987.88,-5.781,3.972,23.733,3.97,-0.59,-0.18,12.97,-0.71,-1.13,0,24.96,24.06,6.66,45.24,80.5,99.5,8,descent,nominal,active,0.8,0.15,0.0,0.182,-0.199,-10.156,0.028,0.012,0.0,comm_blackout,4.16
2.05,4987.58,-6.086,3.884,23.689,3.88,-0.56,-0.33,13.35,0.72,0.35,0,24.92,24.01,6.85,46.43,80.7,99.5,8,descent,nominal,active,0.8,0.15,0.0,0.334,-0.084,-9.946,-0.009,-0.026,-0.049,comm_blackout,3.95
2.1,4987.27,-6.243,3.55,23.712,3.55,-0.5,-0.13,14.16,0.13,-0.14,0,24.97,23.98,7.03,47.61,81.5,99.4,8,descent,nominal,active,0.8,0.15,0.0,0.209,-0.031,-10.013,-0.014,0.008,-0.023,comm_blackout,3.84
2.15,4986.94,-6.611,3.561,23.591,3.56,-0.52,0.21,15.81,-3.82,-1.55,0,25.06,23.86,7.21,48.79,81.4,99.4,8,descent,nominal,active,0.8,0.15,0.0,0.251,-0.045,-9.875,0.048,0.002,-0.012,comm_blackout,3.61
2.2,4986.63,-6.061,3.661,23.168,3.66,-1.09,0.32,14.73,-2.85,1.48,0,25.08,23.46,7.39,49.95,81.0,99.4,8,descent,nominal,active,0.8,0.15,0.0,0.058,-0.061,-9.574,-0.006,0.012,-0.029,comm_blackout,3.87
2.25,4986.34,-5.871,3.657,23.389,3.66,-0.91,0.26,14.15,-2.84,1.57,0,25.06,23.67,7.57,51.12,81.1,99.4,8,descent,nominal,active,0.8,0.15,0.0,0.188,-0.032,-9.462,-0.036,-0.004,-0.029,comm_blackout,4.03
2.3,4986.05,-5.759,3.909,23.65,3.91,-0.68,0.26,13.89,-1.42,0.72,0,25.06,23.97,7.77,52.3,80.6,99.4,8,descent,nominal,active,0.8,0.15,0.0,0.202,-0.106,-10.046,0.0,-0.008,-0.0,comm_blackout,4.16
2.35,4985.74,-6.191,4.591,23.782,4.59,-0.44,0.36,15.14,-2.84,-1.86,0,25.09,24.22,8.0,53.49,79.1,99.4,8,descent,nominal,active,0.8,0.15,0.0,0.16,-0.161,-9.375,-0.011,-0.023,0.011,comm_blackout,3.91
2.4,4985.44,-6.069,4.724,24.233,4.72,-0.02,0.3,14.71,2.24,3.51,0,25.07,24.69,8.24,54.71,79.0,99.4,8,descent,nominal,active,0.8,0.15,0.0,0.429,0.09,-9.716,0.027,-0.003,-0.033,comm_blackout,4.07
2.45,4985.13,-6.104,4.685,24.238,4.68,-0.0,0.29,14.79,0.83,-1.59,0,25.07,24.69,8.47,55.92,79.1,99.3,8,descent,nominal,active,0.8,0.15,0.0,0.15,0.159,-9.586,0.042,-0.012,-0.022,comm_blackout,4.04
2.5,4984.83,-6.092,4.616,23.799,4.62,-0.45,0.54,15.3,-1.79,-0.69,0,25.14,24.24,8.7,57.11,79.0,99.3,8,descent,nominal,active,0.8,0.15,0.0,0.015,-0.057,-9.497,-0.008,-0.0,-0.037,comm_blackout,3.98
2.55,4984.55,-5.653,4.535,23.919,4.53,-0.43,0.55,14.29,0.08,-0.07,0,25.13,24.35,8.93,58.3,79.3,99.3,8,descent,nominal,active,0.8,0.15,0.0,0.366,-0.03,-9.684,0.015,-0.019,-0.03,comm_blackout,4.31
2.6,4984.25,-5.847,4.61,23.678,4.61,-0.63,0.8,15.3,0.11,-2.2,0,25.2,24.12,9.16,59.49,79.0,99.3,8,descent,nominal,active,0.8,0.15,0.0,0.093,-0.176,-9.546,0.018,-0.018,-0.01,comm_blackout,4.13
2.65,4983.95,-6.06,4.72,23.293,4.72,-0.96,0.78,15.74,1.57,1.4,0,25.2,23.77,9.39,60.65,78.5,99.3,8,descent,nominal,active,0.8,0.15,0.0,0.193,-0.279,-9.605,0.025,-0.023,-0.071,comm_blackout,3.92
2.7,4983.66,-5.881,4.421,23.644,4.42,-0.65,1.01,15.82,-1.02,0.56,0,25.26,24.05,9.62,61.83,79.4,99.3,8,descent,nominal,active,0.8,0.15,0.0,0.329,-0.002,-9.768,-0.016,-0.026,-0.005,comm_blackout,4.09
2.75,4983.37,-5.671,4.362,23.735,4.36,-0.61,1.19,15.74,-2.67,-3.02,0,25.3,24.13,9.83,63.02,79.6,99.3,8,descent,nominal,active,0.8,0.15,0.0,0.072,0.004,-9.899,0.039,-0.032,-0.003,comm_blackout,4.25
2.8,4983.07,-6.056,4.405,23.791,4.41,-0.46,0.87,15.94,-0.1,1.98,0,25.23,24.19,10.05,64.21,79.5,99.3,8,descent,nominal,active,0.8,0.15,0.0,0.138,-0.006,-9.813,-0.048,0.036,-0.0,comm_blackout,3.99
2.85,4982.76,-6.115,4.193,23.282,4.19,-0.96,0.93,16.2,-0.44,0.48,0,25.24,23.66,10.26,65.37,79.8,99.2,8,descent,nominal,active,0.8,0.15,0.0,0.335,-0.094,-9.983,-0.027,0.013,-0.032,comm_blackout,3.87
2.9,4982.46,-6.152,4.134,23.185,4.13,-1.05,0.92,16.27,-4.19,-1.25,0,25.24,23.55,10.47,66.53,79.9,99.2,8,descent,nominal,active,0.8,0.15,0.0,0.446,-0.139,-10.084,-0.016,-0.005,-0.03,comm_blackout,3.83
2.95,4982.15,-6.2,3.692,22.62,3.69,-1.6,0.86,16.26,-4.99,0.91,0,25.23,22.92,10.65,67.66,80.7,99.2,8,descent,nominal,active,0.8,0.15,0.0,0.099,-0.176,-9.908,-0.02,0.004,-0.074,comm_blackout,3.7
3.0,4981.86,-5.71,3.683,22.519,3.68,-1.82,1.11,15.65,-1.71,-1.26,0,25.28,22.82,10.84,68.79,80.7,99.2,8,descent,nominal,active,0.8,0.15,0.0,0.063,-0.271,-9.665,0.036,-0.023,-0.057,comm_blackout,4.0
3.05,4981.55,-6.173,3.251,22.6,3.25,-1.63,0.93,16.33,-0.02,-1.49,0,25.24,22.83,11.0,69.92,81.8,99.2,8,descent,nominal,active,0.8,0.15,0.0,0.187,-0.154,-10.0,-0.024,0.007,-0.048,comm_blackout,3.7
3.1,4981.25,-6.15,3.221,22.839,3.22,-1.39,0.67,15.73,-5.16,0.61,0,25.17,23.06,11.16,71.06,82.0,99.2,8,descent,nominal,active,0.8,0.15,0.0,0.119,-0.148,-9.935,-0.008,0.003,-0.055,comm_blackout,3.75
3.15,4980.96,-5.799,3.478,22.822,3.48,-1.5,0.53,14.58,-3.08,-2.91,0,25.13,23.09,11.34,72.2,81.3,99.2,8,descent,nominal,active,0.8,0.15,0.0,0.129,-0.27,-9.931,0.057,0.016,-0.124,comm_blackout,3.98
3.2,4980.65,-6.094,3.204,22.811,3.2,-1.43,0.75,15.77,-0.08,0.4,0,25.19,23.04,11.5,73.34,82.0,99.1,8,descent,nominal,active,0.8,0.15,0.0,0.239,-0.25,-9.786,-0.016,-0.009,-0.063,comm_blackout,3.78
3.25,4980.36,-5.865,3.098,23.422,3.1,-0.88,0.69,15.09,-3.92,1.78,0,25.17,23.63,11.65,74.52,82.5,99.1,8,descent,nominal,active,0.8,0.15,0.0,0.219,0.004,-9.368,0.008,0.034,-0.042,comm_blackout,4.03
3.3,4980.05,-6.139,3.073,23.153,3.07,-1.08,0.48,15.28,-0.45,0.16,0,25.12,23.36,11.8,75.67,82.4,99.1,8,descent,nominal,active,0.8,0.15,0.0,0.2,-0.118,-9.878,0.006,0.006,-0.017,comm_blackout,3.81
3.35,4979.76,-5.728,3.017,23.33,3.02,-1.0,0.56,14.48,-1.08,-2.11,0,25.13,23.52,11.96,76.84,82.6,99.1,8,descent,nominal,active,0.8,0.15,0.0,0.351,0.0,-9.816,-0.039,0.005,-0.055,comm_blackout,4.11
3.4,4979.46,-6.144,3.068,23.07,3.07,-1.16,0.26,14.8,-5.33,-5.09,0,25.06,23.27,12.11,77.99,82.4,99.1,8,descent,nominal,active,0.8,0.15,0.0,0.261,-0.056,-9.496,-0.049,-0.006,-0.078,comm_blackout,3.79
3.45,4979.15,-6.129,2.882,23.21,2.88,-1.03,0.21,14.66,-0.69,0.57,0,25.05,23.39,12.25,79.15,82.9,99.1,8,descent,nominal,active,0.8,0.15,0.0,0.253,-0.095,-9.906,0.016,0.021,-0.038,comm_blackout,3.82
3.5,4978.86,-5.848,2.882,23.342,2.88,-0.96,0.25,14.09,-6.76,-3.44,0,25.06,23.52,12.4,80.32,83.0,99.1,8,descent,nominal,active,0.8,0.15,0.0,0.235,0.019,-9.816,-0.005,-0.024,-0.05,comm_blackout,4.02
3.55,4978.53,-6.569,2.58,23.01,2.58,-1.11,-0.11,14.99,-3.81,2.97,0,24.97,23.15,12.53,81.47,83.6,99.1,8,descent,nominal,active,0.8,0.15,0.0,0.124,-0.034,-9.763,0.086,-0.035,-0.031,comm_blackout,3.52
3.6,4978.24,-5.739,2.447,23.091,2.45,-1.24,-0.33,12.53,-0.91,-0.34,0,24.93,23.22,12.65,82.63,84.0,99.0,8,descent,nominal,active,0.8,0.15,0.0,0.283,-0.116,-9.452,0.055,0.013,-0.034,comm_blackout,4.05
3.65,4977.94,-6.09,2.6,22.881,2.6,-1.37,-0.28,13.47,-5.41,-0.27,0,24.93,23.03,12.78,83.77,83.5,99.0,8,descent,nominal,active,0.8,0.15,0.0,0.168,-0.162,-9.518,-0.009,-0.013,-0.101,comm_blackout,3.78
3.7,4977.63,-6.112,2.691,22.62,2.69,-1.62,-0.59,12.84,-4.81,-2.81,0,24.86,22.78,12.91,84.9,83.2,99.0,8,descent,nominal,active,0.8,0.15,0.0,0.12,-0.216,-9.786,0.069,0.021,-0.089,comm_blackout,3.73
3.75,4977.33,-6.064,2.601,22.6,2.6,-1.65,-0.85,12.13,-0.6,-1.02,0,24.81,22.75,13.04,86.03,83.4,99.0,8,descent,nominal,active,0.8,0.15,0.0,0.256,-0.077,-9.807,0.02,0.019,-0.086,comm_blackout,3.75
3.8,4977.04,-5.81,2.177,22.871,2.18,-1.44,-0.58,12.13,-1.0,-0.71,0,24.87,22.97,13.15,87.17,84.6,99.0,8,descent,nominal,active,0.8,0.15,0.0,0.207,-0.213,-9.872,-0.023,-0.001,-0.088,comm_blackout,3.95
3.85,4976.76,-5.656,2.339,22.973,2.34,-1.38,-0.76,11.36,-4.95,-2.2,0,24.84,23.09,13.27,88.32,84.2,99.0,8,descent,nominal,active,0.8,0.15,0.0,0.244,-0.114,-9.873,-0.033,-0.007,-0.098,comm_blackout,4.08
3.9,4976.45,-6.031,2.5,22.793,2.5,-1.47,-0.66,12.48,-0.24,-1.11,0,24.85,22.93,13.39,89.46,83.7,99.0,8,descent,nominal,active,0.8,0.15,0.0,0.259,-0.19,-10.143,-0.026,-0.032,-0.119,comm_blackout,3.8
3.95,4976.14,-6.228,2.18,23.076,2.18,-1.14,-0.52,13.26,-3.84,-1.07,0,24.87,23.18,13.5,90.62,84.6,98.9,8,descent,nominal,active,0.8,0.15,0.0,0.264,-0.197,-9.816,0.005,-0.016,-0.07,comm_blackout,3.72
4.0,4975.85,-5.943,2.266,23.47,2.27,-0.81,-0.61,12.4,-7.55,-2.48,0,24.86,23.58,13.62,91.79,84.5,98.9,8,descent,nominal,active,0.8,0.15,0.0,0.247,-0.267,-9.759,0.028,-0.003,-0.044,comm_blackout,3.97
4.05,4975.56,-5.719,2.344,23.34,2.34,-1.0,-0.47,12.18,-1.68,-1.17,0,24.9,23.46,13.73,92.96,84.3,98.9,8,descent,nominal,active,0.8,0.15,0.0,0.173,-0.016,-9.91,0.027,0.015,-0.068,comm_blackout,4.1
4.1,4975.27,-5.794,2.621,23.555,2.62,-0.76,-0.54,12.19,-0.68,3.26,0,24.88,23.7,13.86,94.13,83.6,98.9,8,descent,nominal,active,0.8,0.15,0.0,0.284,-0.043,-9.693,-0.069,0.004,-0.067,comm_blackout,4.09
4.15,4974.99,-5.666,2.592,23.39,2.59,-0.96,-0.4,12.2,0.61,0.82,0,24.91,23.53,13.99,95.3,83.7,98.9,8,descent,nominal,active,0.8,0.15,0.0,0.201,-0.146,-9.724,-0.005,-0.02,-0.083,comm_blackout,4.15
4.2,4974.68,-6.075,2.89,23.309,2.89,-0.94,-0.55,12.83,-2.85,0.92,0,24.87,23.49,14.14,96.47,82.9,98.9,8,descent,nominal,active,0.8,0.15,0.0,0.188,-0.09,-9.837,-0.024,0.002,-0.013,comm_blackout,3.87
4.25,4974.38,-6.066,2.733,23.147,2.73,-1.11,-0.47,13.0,-1.4,-0.69,0,24.89,23.31,14.28,97.63,83.3,98.9,8,descent,nominal,active,0.8,0.15,0.0,0.179,-0.031,-9.611,0.001,0.052,-0.022,comm_blackout,3.84
4.3,4974.08,-5.963,3.014,23.095,3.01,-1.18,-0.06,13.66,-0.39,-2.94,0,24.99,23.29,14.43,98.78,82.6,98.9,8,descent,nominal,active,0.8,0.15,0.0,0.096,-0.212,-9.65,0.034,-0.001,-0.025,comm_blackout,3.91
4.35,4973.76,-6.496,3.016,22.469,3.02,-1.67,0.01,15.08,-1.74,1.57,0,25.0,22.67,14.58,99.9,82.4,98.8,8,descent,nominal,active,0.8,0.15,0.0,0.227,-0.397,-9.963,0.021,-0.029,-0.101,comm_blackout,3.49
4.4,4973.44,-6.38,2.879,22.732,2.88,-1.44,-0.4,13.9,0.4,1.3,0,24.9,22.91,14.72,101.04,82.8,98.8,8,descent,nominal,active,0.8,0.15,0.0,0.241,-0.144,-9.733,0.017,-0.053,-0.136,comm_blackout,3.59
4.45,4973.11,-6.591,2.918,22.925,2.92,-1.19,-0.53,14.1,-0.7,1.68,0,24.86,23.11,14.87,102.19,82.7,98.8,8,descent,nominal,active,0.8,0.15,0.0,0.105,-0.112,-9.879,-0.061,0.013,-0.09,comm_blackout,3.51
4.5,4972.81,-6.017,2.693,23.205,2.69,-1.06,-0.63,12.52,-0.27,2.4,0,24.86,23.36,15.0,103.35,83.4,98.8,8,descent,nominal,active,0.8,0.15,0.0,0.115,-0.035,-9.748,-0.005,-0.031,-0.023,comm_blackout,3.88
4.55,4972.5,-6.068,2.749,23.33,2.75,-0.92,-0.58,12.74,-1.73,-1.79,0,24.86,23.49,15.14,104.51,83.3,98.8,8,descent,nominal,active,0.8,0.15,0.0,0.081,-0.284,-9.726,-0.047,-0.011,-0.043,comm_blackout,3.87
4.6,4972.22,-5.623,2.975,23.383,2.98,-0.98,-0.81,11.18,0.19,-3.62,0,24.83,23.57,15.29,105.68,82.7,98.8,8,descent,nominal,active,0.8,0.15,0.0,0.077,-0.095,-10.167,0.11,0.006,-0.035,comm_blackout,4.19
4.65,4971.91,-6.206,2.81,23.26,2.81,-0.96,-0.66,12.89,0.06,2.05,0,24.84,23.43,15.43,106.85,83.1,98.8,8,descent,nominal,active,0.8,0.15,0.0,0.381,-0.057,-9.684,-0.057,-0.022,-0.076,comm_blackout,3.78
4.7,4971.61,-6.095,3.124,23.214,3.12,-1.03,-0.66,12.63,-1.58,-0.53,0,24.85,23.42,15.58,108.01,82.3,98.7,8,descent,nominal,active,0.8,0.15,0.0,0.316,0.029,-9.819,0.016,-0.01,-0.064,comm_blackout,3.84
4.75,4971.32,-5.727,2.935,23.136,2.93,-1.2,-0.65,11.79,-1.65,0.49,0,24.86,23.32,15.73,109.16,82.8,98.7,8,descent,nominal,active,0.8,0.15,0.0,0.205,0.021,-9.909,0.009,-0.049,-0.09,comm_blackout,4.07
4.8,4971.02,-6.142,2.683,23.064,2.68,-1.17,-0.12,13.96,-2.57,-1.14,0,24.97,23.22,15.87,110.32,83.4,98.7,8,descent,nominal,active,0.8,0.15,0.0,0.175,-0.046,-9.74,-0.034,0.008,-0.042,comm_blackout,3.78
4.85,4970.7,-6.275,2.766,22.802,2.77,-1.4,-0.14,14.22,-1.04,-3.36,0,24.96,22.97,16.0,111.46,83.1,98.7,8,descent,nominal,active,0.8,0.15,0.0,0.132,-0.139,-9.688,0.029,0.013,-0.134,comm_blackout,3.66
4.9,4970.38,-6.48,2.551,22.245,2.55,-1.9,-0.44,14.04,-5.53,-1.45,0,24.89,22.39,16.13,112.57,83.5,98.7,8,descent,nominal,active,0.8,0.15,0.0,0.276,-0.185,-10.097,0.017,0.036,-0.115,comm_blackout,3.46
