t,alt_agl_m,vz_mps,vx_mps,vy_mps,wind_x_mps,wind_y_mps,wind_z_mps,aoa_deg,roll_deg,yaw_rate_dps,contact_flag,airspeed_mps,ground_speed_mps,pos_x_m,pos_y_m,heading_deg,battery_pct,gps_satellites,phase,system_status,comm_status,lift_coeff,drag_coeff,contact_force_n,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,scenario,ld_ratio
1.4,4990.68,-7.457,3.006,34.821,3.01,7.83,0.3,16.03,15.46,4.09,0,28.08,34.95,3.67,49.51,85.1,99.6,8,descent,wind_warning,active,0.8,0.18,0.0,0.156,0.837,-10.102,0.024,0.013,0.455,crosswind_landing,4.69
1.45,4990.33,-6.917,2.791,34.835,2.79,7.7,0.31,14.92,11.13,5.68,0,28.08,34.95,3.81,51.25,85.4,99.5,8,descent,wind_warning,active,0.8,0.18,0.0,0.14,0.887,-9.652,-0.049,-0.037,0.361,crosswind_landing,5.05
1.5,4990.02,-6.314,2.732,34.722,2.73,7.44,-0.55,11.94,12.53,3.04,0,27.88,34.83,3.95,52.99,85.5,99.5,8,descent,nominal,active,0.8,0.18,0.0,0.2,0.732,-9.758,0.017,-0.009,0.366,crosswind_landing,5.52
1.55,4989.67,-6.898,2.399,34.332,2.4,7.19,-0.64,12.99,15.5,2.32,0,27.85,34.42,4.07,54.71,86.0,99.5,8,descent,nominal,active,0.8,0.18,0.0,0.177,0.818,-10.105,-0.087,0.019,0.384,crosswind_landing,4.99
1.6,4989.33,-6.86,2.522,34.237,2.52,7.09,-0.74,12.7,9.14,1.95,0,27.83,34.33,4.19,56.42,85.8,99.5,8,descent,nominal,active,0.8,0.18,0.0,0.438,0.717,-9.764,-0.029,-0.009,0.324,crosswind_landing,5.0
1.65,4989.02,-6.105,2.623,34.274,2.62,6.95,-0.95,10.68,10.81,4.03,0,27.81,34.37,4.32,58.13,85.6,99.5,8,descent,nominal,active,0.8,0.18,0.0,0.441,0.676,-9.917,0.043,0.014,0.327,crosswind_landing,5.63
1.7,4988.73,-5.938,3.373,35.067,3.37,7.7,-0.61,11.01,15.48,4.88,0,27.88,35.23,4.49,59.89,84.5,99.5,8,descent,wind_warning,active,0.8,0.18,0.0,0.172,0.751,-9.667,-0.009,0.006,0.4,crosswind_landing,5.93
1.75,4988.42,-6.182,3.265,34.498,3.26,7.19,-0.81,11.13,10.88,5.11,0,27.83,34.65,4.65,61.61,84.6,99.4,8,descent,nominal,active,0.8,0.18,0.0,0.112,0.719,-9.889,0.018,-0.024,0.415,crosswind_landing,5.6
1.8,4988.08,-6.804,3.952,33.567,3.95,6.41,-0.69,12.69,9.1,5.09,0,27.84,33.8,4.85,63.29,83.3,99.4,8,descent,nominal,active,0.8,0.18,0.0,0.012,0.6,-9.634,-0.057,-0.0,0.326,crosswind_landing,4.97
1.85,4987.81,-5.379,3.539,34.648,3.54,7.17,-0.54,9.98,10.71,2.51,0,27.9,34.83,5.03,65.02,84.2,99.4,8,descent,nominal,active,0.8,0.18,0.0,0.181,0.757,-9.981,0.09,0.007,0.359,crosswind_landing,6.48
1.9,4987.47,-6.786,3.101,34.154,3.1,6.99,-0.44,13.14,13.12,-0.78,0,27.9,34.29,5.18,66.73,84.8,99.4,8,descent,nominal,active,0.8,0.18,0.0,0.121,0.62,-9.742,0.046,0.015,0.361,crosswind_landing,5.05
1.95,4987.16,-6.191,3.148,34.756,3.15,7.45,-0.87,11.03,13.66,1.3,0,27.82,34.9,5.34,68.47,84.8,99.4,8,descent,wind_warning,active,0.8,0.18,0.0,0.299,0.739,-9.497,0.062,0.031,0.357,crosswind_landing,5.64
2.0,4986.88,-5.554,2.931,34.872,2.93,7.43,-0.91,9.6,11.54,8.38,0,27.83,35.0,5.49,70.21,85.2,99.4,8,descent,nominal,active,0.8,0.18,0.0,0.183,0.693,-9.791,0.038,-0.008,0.303,crosswind_landing,6.3
2.05,4986.56,-6.494,3.418,35.5,3.42,8.26,-0.59,12.23,12.71,4.07,0,27.87,35.66,5.66,71.99,84.5,99.3,8,descent,wind_warning,active,0.8,0.18,0.0,0.191,0.934,-9.997,0.015,-0.02,0.401,crosswind_landing,5.49
2.1,4986.25,-6.056,3.252,35.585,3.25,8.25,-0.58,11.32,11.8,5.89,0,27.88,35.73,5.82,73.76,84.8,99.3,8,descent,wind_warning,active,0.8,0.18,0.0,0.372,0.896,-9.625,0.011,0.025,0.435,crosswind_landing,5.9
2.15,4985.9,-7.016,3.199,35.539,3.2,8.43,-1.0,12.52,11.03,4.43,0,27.77,35.68,5.98,75.54,84.9,99.3,8,descent,wind_warning,active,0.8,0.18,0.0,0.091,0.938,-9.629,-0.065,-0.014,0.402,crosswind_landing,5.09
2.2,4985.54,-7.304,3.078,35.737,3.08,8.71,-0.94,13.26,12.05,3.63,0,27.77,35.87,6.14,77.33,85.1,99.3,8,descent,wind_warning,active,0.8,0.18,0.0,0.236,0.981,-10.077,-0.0,-0.004,0.459,crosswind_landing,4.91
2.25,4985.22,-6.374,3.061,35.84,3.06,8.58,-0.54,12.08,14.53,7.96,0,27.88,35.97,6.29,79.12,85.1,99.3,8,descent,wind_warning,active,0.8,0.18,0.0,0.125,0.762,-9.831,0.011,-0.013,0.475,crosswind_landing,5.64
2.3,4984.88,-6.836,2.795,35.203,2.79,8.05,-0.36,13.42,13.71,3.62,0,27.92,35.31,6.43,80.88,85.5,99.3,8,descent,wind_warning,active,0.8,0.18,0.0,0.127,0.904,-9.922,0.037,0.018,0.4,crosswind_landing,5.17
2.35,4984.53,-7.023,2.968,35.59,2.97,8.48,-0.95,12.62,15.7,4.45,0,27.78,35.71,6.58,82.66,85.2,99.2,8,descent,wind_warning,active,0.8,0.18,0.0,0.016,0.86,-9.79,-0.101,0.028,0.436,crosswind_landing,5.08
2.4,4984.19,-6.835,2.881,35.467,2.88,8.31,-0.86,12.41,10.2,4.39,0,27.8,35.58,6.72,84.43,85.4,99.2,8,descent,wind_warning,active,0.8,0.18,0.0,0.12,0.813,-9.647,0.002,-0.008,0.42,crosswind_landing,5.21
2.45,4983.87,-6.4,2.288,35.718,2.29,8.46,-1.32,10.55,13.02,6.58,0,27.73,35.79,6.84,86.22,86.3,99.2,8,descent,wind_warning,active,0.8,0.18,0.0,0.252,0.866,-9.733,-0.035,-0.005,0.441,crosswind_landing,5.59
2.5,4983.54,-6.464,2.299,35.243,2.3,8.0,-0.84,11.66,13.07,2.04,0,27.82,35.32,6.95,87.98,86.3,99.2,8,descent,wind_warning,active,0.8,0.18,0.0,0.309,0.881,-9.624,-0.07,0.034,0.427,crosswind_landing,5.46
2.55,4983.22,-6.354,3.046,35.216,3.05,7.95,-0.29,12.53,14.24,6.6,0,27.93,35.35,7.1,89.74,85.1,99.2,8,descent,wind_warning,active,0.8,0.18,0.0,0.128,0.822,-10.118,0.09,0.011,0.381,crosswind_landing,5.56
2.6,4982.92,-6.155,2.769,34.944,2.77,7.63,-0.0,12.69,8.15,5.4,0,28.0,35.05,7.24,91.49,85.5,99.2,8,descent,wind_warning,active,0.8,0.18,0.0,0.212,0.763,-9.735,-0.013,-0.004,0.412,crosswind_landing,5.69
2.65,4982.56,-7.202,2.869,34.884,2.87,7.83,0.29,15.47,14.0,0.52,0,28.07,35.0,7.38,93.23,85.3,99.2,8,descent,wind_warning,active,0.8,0.18,0.0,0.258,0.823,-10.196,0.162,-0.032,0.45,crosswind_landing,4.86
2.7,4982.25,-6.203,2.846,35.793,2.85,8.49,0.48,13.74,11.77,1.82,0,28.11,35.91,7.53,95.02,85.5,99.1,8,descent,wind_warning,active,0.8,0.18,0.0,0.268,0.852,-9.964,0.007,0.003,0.462,crosswind_landing,5.79
2.75,4981.92,-6.537,2.696,36.005,2.7,8.78,0.68,14.85,14.09,4.39,0,28.17,36.11,7.66,96.82,85.7,99.1,8,descent,wind_warning,active,0.8,0.18,0.0,0.219,0.855,-9.795,0.035,-0.023,0.443,crosswind_landing,5.52
2.8,4981.62,-5.955,2.815,36.278,2.81,8.92,0.85,13.98,12.33,3.3,0,28.19,36.39,7.8,98.64,85.6,99.1,8,descent,wind_warning,active,0.8,0.18,0.0,0.147,0.938,-9.542,0.095,0.012,0.465,crosswind_landing,6.11
2.85,4981.32,-5.941,2.928,36.221,2.93,8.86,0.71,13.67,11.45,5.05,0,28.16,36.34,7.95,100.45,85.4,99.1,8,descent,wind_warning,active,0.8,0.18,0.0,0.277,0.891,-9.757,0.078,0.005,0.457,crosswind_landing,6.12
2.9,4981.01,-6.385,2.529,36.165,2.53,8.9,0.87,14.91,10.29,4.59,0,28.21,36.25,8.07,102.26,86.0,99.1,8,descent,wind_warning,active,0.8,0.18,0.0,0.431,0.91,-9.832,0.036,-0.042,0.455,crosswind_landing,5.68
2.95,4980.67,-6.77,2.807,36.519,2.81,9.35,0.8,15.57,14.79,7.27,0,28.2,36.63,8.22,104.08,85.6,99.1,8,descent,wind_warning,active,0.8,0.18,0.0,0.335,1.025,-9.824,-0.027,-0.011,0.443,crosswind_landing,5.41
3.0,4980.29,-7.588,2.843,36.26,2.84,9.31,0.17,16.07,15.73,3.84,0,28.05,36.37,8.36,105.9,85.5,99.0,8,descent,wind_warning,active,0.8,0.18,0.0,0.241,0.948,-9.751,0.028,0.017,0.447,crosswind_landing,4.79
3.05,4979.98,-6.22,3.137,36.368,3.14,9.07,0.4,13.62,11.75,4.96,0,28.09,36.5,8.51,107.71,85.1,99.0,8,descent,wind_warning,active,0.8,0.18,0.0,0.204,1.085,-9.877,-0.051,0.002,0.494,crosswind_landing,5.87
3.1,4979.63,-6.898,3.128,36.254,3.13,9.12,0.28,14.82,10.45,2.99,0,28.07,36.39,8.67,109.53,85.1,99.0,8,descent,wind_warning,active,0.8,0.18,0.0,0.171,0.865,-10.222,-0.011,-0.009,0.48,crosswind_landing,5.28
3.15,4979.3,-6.666,2.657,36.717,2.66,9.52,0.52,14.81,11.29,6.03,0,28.13,36.81,8.8,111.36,85.9,99.0,8,descent,wind_warning,active,0.8,0.18,0.0,0.165,0.961,-9.777,0.042,-0.019,0.456,crosswind_landing,5.52
3.2,4978.99,-6.13,2.704,36.479,2.7,9.16,0.43,13.51,14.75,2.08,0,28.1,36.58,8.94,113.19,85.8,99.0,8,descent,wind_warning,active,0.8,0.18,0.0,0.111,0.871,-10.181,0.033,-0.018,0.441,crosswind_landing,5.97
3.25,4978.66,-6.553,2.638,35.847,2.64,8.62,0.37,14.27,13.04,4.84,0,28.09,35.94,9.07,114.98,85.8,99.0,8,descent,wind_warning,active,0.8,0.18,0.0,0.25,0.983,-9.898,-0.032,0.051,0.411,crosswind_landing,5.48
3.3,4978.31,-7.086,2.86,36.344,2.86,9.26,0.18,15.02,11.64,4.67,0,28.05,36.46,9.21,116.8,85.5,98.9,8,descent,wind_warning,active,0.8,0.18,0.0,0.284,0.803,-9.724,-0.052,0.025,0.438,crosswind_landing,5.15
3.35,4977.97,-6.811,2.841,36.167,2.84,9.01,0.23,14.53,14.29,6.12,0,28.06,36.28,9.36,118.6,85.5,98.9,8,descent,wind_warning,active,0.8,0.18,0.0,0.31,0.869,-9.655,-0.028,-0.021,0.507,crosswind_landing,5.33
3.4,4977.62,-6.909,2.873,36.264,2.87,9.13,0.64,15.55,13.8,6.48,0,28.16,36.38,9.5,120.42,85.5,98.9,8,descent,wind_warning,active,0.8,0.18,0.0,0.242,0.964,-10.08,-0.034,0.031,0.481,crosswind_landing,5.27
3.45,4977.27,-7.117,2.785,36.274,2.79,9.19,-0.12,14.49,11.67,5.54,0,27.97,36.38,9.64,122.23,85.6,98.9,8,descent,wind_warning,active,0.8,0.18,0.0,0.209,0.931,-9.838,-0.011,0.006,0.481,crosswind_landing,5.11
3.5,4976.96,-6.104,2.934,36.403,2.93,9.08,-0.08,12.43,10.39,4.13,0,27.98,36.52,9.79,124.05,85.4,98.9,8,descent,wind_warning,active,0.8,0.18,0.0,0.387,0.873,-9.884,-0.016,0.004,0.421,crosswind_landing,5.98
3.55,4976.66,-5.989,2.133,35.851,2.13,8.5,-0.19,11.97,13.67,3.49,0,27.96,35.91,9.89,125.84,86.6,98.9,8,descent,wind_warning,active,0.8,0.18,0.0,0.093,0.863,-9.809,-0.084,0.013,0.457,crosswind_landing,6.0
3.6,4976.34,-6.519,1.863,36.053,1.86,8.82,0.01,13.48,14.37,4.22,0,28.0,36.1,9.99,127.65,87.0,98.8,8,descent,wind_warning,active,0.8,0.18,0.0,0.332,0.898,-10.034,-0.029,0.005,0.39,crosswind_landing,5.54
3.65,4975.96,-7.646,1.448,35.702,1.45,8.77,0.22,16.28,13.02,6.62,0,28.06,35.73,10.06,129.43,87.7,98.8,8,descent,wind_warning,active,0.8,0.18,0.0,0.197,0.814,-10.038,-0.11,0.017,0.366,crosswind_landing,4.67
3.7,4975.61,-6.951,0.777,35.476,0.78,8.35,0.12,14.61,13.36,3.7,0,28.03,35.48,10.1,131.21,88.7,98.8,8,descent,wind_warning,active,0.8,0.18,0.0,0.172,0.704,-9.768,-0.061,0.004,0.408,crosswind_landing,5.1
3.75,4975.27,-6.748,0.701,34.908,0.7,7.73,0.77,15.46,10.19,5.64,0,28.19,34.91,10.13,132.95,88.8,98.8,8,descent,nominal,active,0.8,0.18,0.0,0.169,0.789,-9.857,0.018,0.008,0.434,crosswind_landing,5.17
3.8,4974.95,-6.44,0.099,35.069,0.1,7.82,1.03,15.33,11.83,5.04,0,28.25,35.07,10.14,134.7,89.8,98.8,8,descent,nominal,active,0.8,0.18,0.0,0.223,0.671,-9.614,0.028,-0.023,0.322,crosswind_landing,5.45
3.85,4974.58,-7.424,0.644,34.394,0.64,7.4,0.89,17.11,11.17,3.69,0,28.25,34.4,10.17,136.42,88.9,98.8,8,descent,nominal,active,0.8,0.18,0.0,0.144,0.775,-9.692,-0.047,0.027,0.388,crosswind_landing,4.63
3.9,4974.24,-6.764,0.46,34.958,0.46,7.79,1.33,16.59,7.97,3.16,0,28.35,34.96,10.19,138.17,89.2,98.8,8,descent,nominal,active,0.8,0.18,0.0,0.258,0.695,-9.857,-0.013,-0.021,0.367,crosswind_landing,5.17
3.95,4973.9,-6.773,-0.043,35.333,-0.04,8.16,0.74,15.46,12.75,3.78,0,28.19,35.33,10.19,139.94,90.1,98.7,8,descent,wind_warning,active,0.8,0.18,0.0,0.272,0.789,-9.777,0.028,-0.005,0.46,crosswind_landing,5.22
4.0,4973.58,-6.479,0.758,35.063,0.76,7.82,0.75,14.86,9.98,2.09,0,28.18,35.07,10.23,141.69,88.8,98.7,8,descent,nominal,active,0.8,0.18,0.0,0.217,0.823,-9.862,0.014,0.026,0.365,crosswind_landing,5.41
4.05,4973.23,-6.879,0.576,35.005,0.58,7.86,0.22,14.66,14.25,4.93,0,28.06,35.01,10.26,143.44,89.1,98.7,8,descent,nominal,active,0.8,0.18,0.0,0.349,0.846,-9.85,0.088,-0.018,0.391,crosswind_landing,5.09
4.1,4972.9,-6.655,0.717,35.826,0.72,8.63,-0.17,13.4,14.04,4.8,0,27.96,35.83,10.29,145.23,88.9,98.7,8,descent,wind_warning,active,0.8,0.18,0.0,0.338,0.868,-9.977,0.105,0.028,0.464,crosswind_landing,5.38
4.15,4972.59,-6.207,0.805,36.164,0.8,8.86,-0.22,12.37,13.1,5.43,0,27.95,36.17,10.33,147.04,88.7,98.7,8,descent,wind_warning,active,0.8,0.18,0.0,0.172,0.919,-9.697,-0.125,0.017,0.445,crosswind_landing,5.83
4.2,4972.25,-6.766,0.87,35.327,0.87,8.16,-0.12,13.75,10.84,-0.13,0,27.97,35.34,10.38,148.81,88.6,98.7,8,descent,wind_warning,active,0.8,0.18,0.0,0.018,0.827,-9.402,-0.019,-0.006,0.396,crosswind_landing,5.22
4.25,4971.86,-7.813,1.114,34.814,1.11,7.93,0.61,17.4,10.66,4.71,0,28.18,34.83,10.43,150.55,88.2,98.6,8,descent,wind_warning,active,0.8,0.18,0.0,0.168,0.836,-9.735,0.029,-0.012,0.422,crosswind_landing,4.46
4.3,4971.54,-6.322,1.49,35.107,1.49,7.83,0.69,14.41,11.62,7.15,0,28.16,35.14,10.51,152.3,87.6,98.6,8,descent,nominal,active,0.8,0.18,0.0,0.058,0.725,-9.818,-0.143,-0.017,0.374,crosswind_landing,5.56
4.35,4971.18,-7.257,1.744,35.62,1.74,8.58,0.67,16.34,13.33,3.29,0,28.18,35.66,10.59,154.08,87.2,98.6,8,descent,wind_warning,active,0.8,0.18,0.0,0.36,0.831,-9.952,0.003,0.003,0.417,crosswind_landing,4.91
4.4,4970.84,-6.796,1.584,35.467,1.58,8.3,0.42,14.89,11.43,4.07,0,28.11,35.5,10.67,155.86,87.4,98.6,8,descent,wind_warning,active,0.8,0.18,0.0,0.32,0.855,-10.03,0.018,0.003,0.386,crosswind_landing,5.22
4.45,4970.51,-6.59,1.742,35.822,1.74,8.61,-0.12,13.37,14.33,1.86,0,27.97,35.86,10.76,157.65,87.2,98.6,8,descent,wind_warning,active,0.8,0.18,0.0,0.156,0.948,-9.894,0.019,0.003,0.424,crosswind_landing,5.44
4.5,4970.17,-6.772,1.751,36.391,1.75,9.22,-0.26,13.48,15.72,5.13,0,27.94,36.43,10.85,159.47,87.2,98.6,8,descent,wind_warning,active,0.8,0.18,0.0,0.184,0.921,-9.608,0.075,-0.01,0.453,crosswind_landing,5.38
4.55,4969.86,-6.267,1.4,36.806,1.4,9.52,0.31,13.54,16.66,1.78,0,28.07,36.83,10.92,161.31,87.8,98.5,8,descent,wind_warning,active,0.8,0.18,0.0,0.138,0.913,-9.96,-0.086,-0.011,0.465,crosswind_landing,5.88
4.6,4969.52,-6.866,1.594,36.338,1.59,9.19,0.12,14.44,15.2,1.84,0,28.03,36.37,11.0,163.13,87.5,98.5,8,descent,wind_warning,active,0.8,0.18,0.0,0.183,0.894,-9.798,0.038,0.014,0.454,crosswind_landing,5.3
4.65,4969.17,-6.903,1.884,36.418,1.88,9.28,-0.11,14.06,13.85,1.46,0,27.97,36.47,11.09,164.95,87.0,98.5,8,descent,wind_warning,active,0.8,0.18,0.0,0.099,1.035,-9.355,0.039,0.035,0.409,crosswind_landing,5.28
4.7,4968.87,-6.045,2.152,36.732,2.15,9.39,-0.51,11.45,10.51,7.77,0,27.89,36.79,11.2,166.78,86.6,98.5,8,descent,wind_warning,active,0.8,0.18,0.0,0.237,0.927,-10.052,-0.039,-0.013,0.436,crosswind_landing,6.09
4.75,4968.56,-6.274,2.479,36.769,2.48,9.48,-0.38,12.2,14.67,4.32,0,27.92,36.85,11.32,168.62,86.1,98.5,8,descent,wind_warning,active,0.8,0.18,0.0,0.014,0.897,-9.854,-0.149,0.03,0.459,crosswind_landing,5.87
4.8,4968.24,-6.249,2.084,37.187,2.08,9.89,-0.21,12.47,14.06,5.85,0,27.95,37.25,11.43,170.48,86.8,98.5,8,descent,wind_warning,active,0.8,0.18,0.0,0.35,0.959,-9.802,-0.013,-0.026,0.532,crosswind_landing,5.96
4.85,4967.95,-5.825,2.052,36.766,2.05,9.38,-0.09,11.83,16.1,8.81,0,27.98,36.82,11.53,172.32,86.8,98.4,8,descent,wind_warning,active,0.8,0.18,0.0,0.272,0.949,-9.851,-0.018,-0.043,0.489,crosswind_landing,6.32
4.9,4967.64,-6.295,1.767,36.171,1.77,8.89,0.05,13.08,11.98,2.23,0,28.01,36.21,11.62,174.13,87.2,98.4,8,descent,wind_warning,active,0.8,0.18,0.0,0.49,0.99,-9.596,-0.103,-0.011,0.452,crosswind_landing,5.75
4.95,4967.33,-6.172,1.338,35.813,1.34,8.5,0.31,13.36,12.35,7.61,0,28.07,35.84,11.68,175.92,87.9,98.4,8,descent,wind_warning,active,0.8,0.18,0.0,0.215,0.852,-9.868,0.04,0.013,0.45,crosswind_landing,5.81
5.0,4966.99,-6.729,1.163,36.116,1.16,8.94,0.93,15.73,12.46,5.08,0,28.24,36.13,11.74,177.72,88.2,98.4,8,descent,wind_warning,active,0.8,0.18,0.0,0.013,0.928,-9.761,-0.002,0.01,0.437,crosswind_landing,5.37
